Participant.Private.ID,condition,logMAR,totAttempt,totCorrect,percCorrect
5297751,blur,1,1,1,1
5297751,blur,0.9000000000000001,1,1,1
5297751,blur,0.8,1,1,1
5297751,blur,0.7000000000000001,1,1,1
5297751,blur,0.6000000000000001,1,1,1
5297751,blur,0.5000000000000001,1,1,1
5297751,blur,0.40000000000000013,1,1,1
5297751,blur,0.30000000000000004,5,5,1
5297751,blur,0.20000000000000007,9,9,1
5297751,blur,0.10000000000000009,11,7,0.6363636363636364
5297751,blur,0,6,2,0.3333333333333333
5297751,blur,-0.09999999999999987,2,0,0
5297751,clear,1,1,1,1
5297751,clear,0.9000000000000001,1,1,1
5297751,clear,0.8,1,1,1
5297751,clear,0.7000000000000001,1,1,1
5297751,clear,0.6000000000000001,1,1,1
5297751,clear,0.5000000000000001,1,1,1
5297751,clear,0.40000000000000013,1,1,1
5297751,clear,0.30000000000000004,1,1,1
5297751,clear,0.20000000000000007,2,2,1
5297751,clear,0.10000000000000009,10,10,1
5297751,clear,0,10,9,0.9
5297751,clear,-0.09999999999999987,9,1,0.1111111111111111
5297751,clear,-0.19999999999999996,1,0,0
5344588,blur,1,1,1,1
5344588,blur,0.9000000000000001,1,1,1
5344588,blur,0.8,1,1,1
5344588,blur,0.7000000000000001,1,1,1
5344588,blur,0.6000000000000001,1,1,1
5344588,blur,0.5000000000000001,1,1,1
5344588,blur,0.40000000000000013,2,2,1
5344588,blur,0.30000000000000004,4,4,1
5344588,blur,0.20000000000000007,8,7,0.875
5344588,blur,0.10000000000000009,8,6,0.75
5344588,blur,0,7,3,0.42857142857142855
5344588,blur,-0.09999999999999987,3,1,0.3333333333333333
5344588,blur,-0.19999999999999996,2,1,0.5
5344588,clear,1,1,1,1
5344588,clear,0.9000000000000001,1,1,1
5344588,clear,0.8,1,1,1
5344588,clear,0.7000000000000001,1,1,1
5344588,clear,0.6000000000000001,1,1,1
5344588,clear,0.5000000000000001,1,1,1
5344588,clear,0.40000000000000013,1,1,1
5344588,clear,0.30000000000000004,2,2,1
5344588,clear,0.20000000000000007,5,5,1
5344588,clear,0.10000000000000009,8,7,0.875
5344588,clear,0,9,6,0.6666666666666666
5344588,clear,-0.09999999999999987,6,2,0.3333333333333333
5344588,clear,-0.19999999999999996,3,1,0.3333333333333333
5371387,blur,1,1,1,1
5371387,blur,0.9000000000000001,1,1,1
5371387,blur,0.8,1,1,1
5371387,blur,0.7000000000000001,1,1,1
5371387,blur,0.6000000000000001,1,1,1
5371387,blur,0.5000000000000001,1,1,1
5371387,blur,0.40000000000000013,2,2,1
5371387,blur,0.30000000000000004,6,6,1
5371387,blur,0.20000000000000007,9,8,0.8888888888888888
5371387,blur,0.10000000000000009,10,6,0.6
5371387,blur,0,5,2,0.4
5371387,blur,-0.09999999999999987,2,0,0
5371387,clear,1,1,1,1
5371387,clear,0.9000000000000001,1,1,1
5371387,clear,0.8,1,1,1
5371387,clear,0.7000000000000001,1,1,1
5371387,clear,0.6000000000000001,1,1,1
5371387,clear,0.5000000000000001,1,1,1
5371387,clear,0.40000000000000013,1,1,1
5371387,clear,0.30000000000000004,2,2,1
5371387,clear,0.20000000000000007,7,7,1
5371387,clear,0.10000000000000009,9,8,0.8888888888888888
5371387,clear,0,9,4,0.4444444444444444
5371387,clear,-0.09999999999999987,4,2,0.5
5371387,clear,-0.19999999999999996,2,0,0
5372697,blur,1,1,1,1
5372697,blur,0.9000000000000001,1,1,1
5372697,blur,0.8,1,1,1
5372697,blur,0.7000000000000001,1,1,1
5372697,blur,0.6000000000000001,1,1,1
5372697,blur,0.5000000000000001,1,1,1
5372697,blur,0.40000000000000013,1,1,1
5372697,blur,0.30000000000000004,1,1,1
5372697,blur,0.20000000000000007,2,2,1
5372697,blur,0.10000000000000009,7,7,1
5372697,blur,0,10,9,0.9
5372697,blur,-0.09999999999999987,9,4,0.4444444444444444
5372697,blur,-0.19999999999999996,4,0,0
5372697,clear,1,1,1,1
5372697,clear,0.9000000000000001,1,1,1
5372697,clear,0.8,1,1,1
5372697,clear,0.7000000000000001,1,1,1
5372697,clear,0.6000000000000001,1,1,1
5372697,clear,0.5000000000000001,1,1,1
5372697,clear,0.40000000000000013,1,1,1
5372697,clear,0.30000000000000004,2,2,1
5372697,clear,0.20000000000000007,3,3,1
5372697,clear,0.10000000000000009,8,7,0.875
5372697,clear,0,9,8,0.8888888888888888
5372697,clear,-0.09999999999999987,8,2,0.25
5372697,clear,-0.19999999999999996,3,1,0.3333333333333333
5384559,blur,1,1,1,1
5384559,blur,0.9000000000000001,1,1,1
5384559,blur,0.8,1,1,1
5384559,blur,0.7000000000000001,1,1,1
5384559,blur,0.6000000000000001,1,1,1
5384559,blur,0.5000000000000001,1,1,1
5384559,blur,0.40000000000000013,1,1,1
5384559,blur,0.30000000000000004,2,2,1
5384559,blur,0.20000000000000007,6,6,1
5384559,blur,0.10000000000000009,9,8,0.8888888888888888
5384559,blur,0,9,5,0.5555555555555556
5384559,blur,-0.09999999999999987,5,2,0.4
5384559,blur,-0.19999999999999996,2,0,0
5384559,clear,1,1,1,1
5384559,clear,0.9000000000000001,1,1,1
5384559,clear,0.8,1,1,1
5384559,clear,0.7000000000000001,1,1,1
5384559,clear,0.6000000000000001,1,1,1
5384559,clear,0.5000000000000001,1,1,1
5384559,clear,0.40000000000000013,1,1,1
5384559,clear,0.30000000000000004,3,3,1
5384559,clear,0.20000000000000007,5,5,1
5384559,clear,0.10000000000000009,8,6,0.75
5384559,clear,0,8,6,0.75
5384559,clear,-0.09999999999999987,6,3,0.5
5384559,clear,-0.19999999999999996,3,1,0.3333333333333333
5387392,blur,1,1,1,1
5387392,blur,0.9000000000000001,1,1,1
5387392,blur,0.8,1,1,1
5387392,blur,0.7000000000000001,1,1,1
5387392,blur,0.6000000000000001,1,1,1
5387392,blur,0.5000000000000001,1,1,1
5387392,blur,0.40000000000000013,3,3,1
5387392,blur,0.30000000000000004,5,5,1
5387392,blur,0.20000000000000007,10,8,0.8
5387392,blur,0.10000000000000009,9,7,0.7777777777777778
5387392,blur,0,6,1,0.16666666666666666
5387392,blur,-0.09999999999999987,1,0,0
5387392,clear,1,1,1,1
5387392,clear,0.9000000000000001,1,1,1
5387392,clear,0.8,1,1,1
5387392,clear,0.7000000000000001,1,1,1
5387392,clear,0.6000000000000001,1,1,1
5387392,clear,0.5000000000000001,1,1,1
5387392,clear,0.40000000000000013,2,2,1
5387392,clear,0.30000000000000004,5,5,1
5387392,clear,0.20000000000000007,9,8,0.8888888888888888
5387392,clear,0.10000000000000009,10,6,0.6
5387392,clear,0,6,2,0.3333333333333333
5387392,clear,-0.09999999999999987,2,0,0
5389013,blur,1,1,1,1
5389013,blur,0.9000000000000001,1,1,1
5389013,blur,0.8,1,1,1
5389013,blur,0.7000000000000001,1,1,1
5389013,blur,0.6000000000000001,1,1,1
5389013,blur,0.5000000000000001,1,1,1
5389013,blur,0.40000000000000013,3,3,1
5389013,blur,0.30000000000000004,9,9,1
5389013,blur,0.20000000000000007,11,9,0.8181818181818182
5389013,blur,0.10000000000000009,9,2,0.2222222222222222
5389013,blur,0,2,0,0
5389013,clear,1,1,1,1
5389013,clear,0.9000000000000001,1,1,1
5389013,clear,0.8,1,1,1
5389013,clear,0.7000000000000001,1,1,1
5389013,clear,0.6000000000000001,1,1,1
5389013,clear,0.5000000000000001,1,1,1
5389013,clear,0.40000000000000013,1,1,1
5389013,clear,0.30000000000000004,1,1,1
5389013,clear,0.20000000000000007,5,5,1
5389013,clear,0.10000000000000009,9,9,1
5389013,clear,0,10,6,0.6
5389013,clear,-0.09999999999999987,6,2,0.3333333333333333
5389013,clear,-0.19999999999999996,2,0,0
5410148,blur,1,1,1,1
5410148,blur,0.9000000000000001,2,2,1
5410148,blur,0.8,2,2,1
5410148,blur,0.7000000000000001,5,4,0.8
5410148,blur,0.6000000000000001,3,3,1
5410148,blur,0.5000000000000001,6,3,0.5
5410148,blur,0.40000000000000013,4,4,1
5410148,blur,0.30000000000000004,7,4,0.5714285714285714
5410148,blur,0.20000000000000007,5,4,0.8
5410148,blur,0.10000000000000009,4,1,0.25
5410148,blur,0,1,0,0
5410148,clear,1,1,1,1
5410148,clear,0.9000000000000001,1,1,1
5410148,clear,0.8,1,1,1
5410148,clear,0.7000000000000001,1,1,1
5410148,clear,0.6000000000000001,1,1,1
5410148,clear,0.5000000000000001,1,1,1
5410148,clear,0.40000000000000013,2,2,1
5410148,clear,0.30000000000000004,2,2,1
5410148,clear,0.20000000000000007,5,4,0.8
5410148,clear,0.10000000000000009,8,7,0.875
5410148,clear,0,9,6,0.6666666666666666
5410148,clear,-0.09999999999999987,6,2,0.3333333333333333
5410148,clear,-0.19999999999999996,2,0,0
5410422,blur,1,1,1,1
5410422,blur,0.9000000000000001,1,1,1
5410422,blur,0.8,1,1,1
5410422,blur,0.7000000000000001,1,1,1
5410422,blur,0.6000000000000001,1,1,1
5410422,blur,0.5000000000000001,1,1,1
5410422,blur,0.40000000000000013,1,1,1
5410422,blur,0.30000000000000004,2,2,1
5410422,blur,0.20000000000000007,5,5,1
5410422,blur,0.10000000000000009,6,5,0.8333333333333334
5410422,blur,0,9,6,0.6666666666666666
5410422,blur,-0.09999999999999987,6,5,0.8333333333333334
5410422,blur,-0.19999999999999996,5,0,0
5410422,clear,1,1,1,1
5410422,clear,0.9000000000000001,1,1,1
5410422,clear,0.8,1,1,1
5410422,clear,0.7000000000000001,1,1,1
5410422,clear,0.6000000000000001,1,1,1
5410422,clear,0.5000000000000001,1,1,1
5410422,clear,0.40000000000000013,1,1,1
5410422,clear,0.30000000000000004,4,4,1
5410422,clear,0.20000000000000007,6,6,1
5410422,clear,0.10000000000000009,8,5,0.625
5410422,clear,0,7,5,0.7142857142857143
5410422,clear,-0.09999999999999987,5,2,0.4
5410422,clear,-0.19999999999999996,3,1,0.3333333333333333
5418541,blur,1,1,1,1
5418541,blur,0.9000000000000001,1,1,1
5418541,blur,0.8,1,1,1
5418541,blur,0.7000000000000001,1,1,1
5418541,blur,0.6000000000000001,1,1,1
5418541,blur,0.5000000000000001,1,1,1
5418541,blur,0.40000000000000013,1,1,1
5418541,blur,0.30000000000000004,1,1,1
5418541,blur,0.20000000000000007,4,4,1
5418541,blur,0.10000000000000009,5,5,1
5418541,blur,0,10,7,0.7
5418541,blur,-0.09999999999999987,7,5,0.7142857142857143
5418541,blur,-0.19999999999999996,6,1,0.16666666666666666
5418541,clear,1,1,1,1
5418541,clear,0.9000000000000001,1,1,1
5418541,clear,0.8,1,1,1
5418541,clear,0.7000000000000001,1,1,1
5418541,clear,0.6000000000000001,1,1,1
5418541,clear,0.5000000000000001,1,1,1
5418541,clear,0.40000000000000013,1,1,1
5418541,clear,0.30000000000000004,1,1,1
5418541,clear,0.20000000000000007,2,2,1
5418541,clear,0.10000000000000009,5,5,1
5418541,clear,0,9,8,0.8888888888888888
5418541,clear,-0.09999999999999987,8,5,0.625
5418541,clear,-0.19999999999999996,8,3,0.375
5496748,blur,1,1,1,1
5496748,blur,0.9000000000000001,1,1,1
5496748,blur,0.8,1,1,1
5496748,blur,0.7000000000000001,1,1,1
5496748,blur,0.6000000000000001,1,1,1
5496748,blur,0.5000000000000001,1,1,1
5496748,blur,0.40000000000000013,3,3,1
5496748,blur,0.30000000000000004,6,6,1
5496748,blur,0.20000000000000007,11,9,0.8181818181818182
5496748,blur,0.10000000000000009,9,5,0.5555555555555556
5496748,blur,0,5,0,0
5496748,clear,1,1,1,1
5496748,clear,0.9000000000000001,1,1,1
5496748,clear,0.8,1,1,1
5496748,clear,0.7000000000000001,1,1,1
5496748,clear,0.6000000000000001,1,1,1
5496748,clear,0.5000000000000001,1,1,1
5496748,clear,0.40000000000000013,1,1,1
5496748,clear,0.30000000000000004,4,4,1
5496748,clear,0.20000000000000007,6,6,1
5496748,clear,0.10000000000000009,11,8,0.7272727272727273
5496748,clear,0,7,5,0.7142857142857143
5496748,clear,-0.09999999999999987,5,0,0
5499000,blur,1,1,1,1
5499000,blur,0.9000000000000001,1,1,1
5499000,blur,0.8,1,1,1
5499000,blur,0.7000000000000001,1,1,1
5499000,blur,0.6000000000000001,2,2,1
5499000,blur,0.5000000000000001,2,2,1
5499000,blur,0.40000000000000013,4,3,0.75
5499000,blur,0.30000000000000004,5,5,1
5499000,blur,0.20000000000000007,8,6,0.75
5499000,blur,0.10000000000000009,7,5,0.7142857142857143
5499000,blur,0,5,2,0.4
5499000,blur,-0.09999999999999987,2,1,0.5
5499000,blur,-0.19999999999999996,1,0,0
5499000,clear,1,1,1,1
5499000,clear,0.9000000000000001,1,1,1
5499000,clear,0.8,1,1,1
5499000,clear,0.7000000000000001,1,1,1
5499000,clear,0.6000000000000001,1,1,1
5499000,clear,0.5000000000000001,2,2,1
5499000,clear,0.40000000000000013,2,2,1
5499000,clear,0.30000000000000004,6,5,0.8333333333333334
5499000,clear,0.20000000000000007,7,7,1
5499000,clear,0.10000000000000009,10,5,0.5
5499000,clear,0,5,3,0.6
5499000,clear,-0.09999999999999987,3,0,0
5499152,blur,1,1,1,1
5499152,blur,0.9000000000000001,1,1,1
5499152,blur,0.8,1,1,1
5499152,blur,0.7000000000000001,1,1,1
5499152,blur,0.6000000000000001,1,1,1
5499152,blur,0.5000000000000001,1,1,1
5499152,blur,0.40000000000000013,1,1,1
5499152,blur,0.30000000000000004,3,3,1
5499152,blur,0.20000000000000007,5,5,1
5499152,blur,0.10000000000000009,7,5,0.7142857142857143
5499152,blur,0,8,6,0.75
5499152,blur,-0.09999999999999987,6,3,0.5
5499152,blur,-0.19999999999999996,4,1,0.25
5499152,clear,1,1,1,1
5499152,clear,0.9000000000000001,1,1,1
5499152,clear,0.8,1,1,1
5499152,clear,0.7000000000000001,1,1,1
5499152,clear,0.6000000000000001,1,1,1
5499152,clear,0.5000000000000001,1,1,1
5499152,clear,0.40000000000000013,1,1,1
5499152,clear,0.30000000000000004,1,1,1
5499152,clear,0.20000000000000007,3,3,1
5499152,clear,0.10000000000000009,7,7,1
5499152,clear,0,10,8,0.8
5499152,clear,-0.09999999999999987,8,4,0.5
5499152,clear,-0.19999999999999996,4,0,0
5499730,blur,1,1,1,1
5499730,blur,0.9000000000000001,1,1,1
5499730,blur,0.8,1,1,1
5499730,blur,0.7000000000000001,1,1,1
5499730,blur,0.6000000000000001,1,1,1
5499730,blur,0.5000000000000001,1,1,1
5499730,blur,0.40000000000000013,1,1,1
5499730,blur,0.30000000000000004,2,2,1
5499730,blur,0.20000000000000007,7,7,1
5499730,blur,0.10000000000000009,10,9,0.9
5499730,blur,0,9,4,0.4444444444444444
5499730,blur,-0.09999999999999987,4,1,0.25
5499730,blur,-0.19999999999999996,1,0,0
5499730,clear,1,1,1,1
5499730,clear,0.9000000000000001,1,1,1
5499730,clear,0.8,1,1,1
5499730,clear,0.7000000000000001,1,1,1
5499730,clear,0.6000000000000001,1,1,1
5499730,clear,0.5000000000000001,1,1,1
5499730,clear,0.40000000000000013,1,1,1
5499730,clear,0.30000000000000004,1,1,1
5499730,clear,0.20000000000000007,1,1,1
5499730,clear,0.10000000000000009,2,2,1
5499730,clear,0,9,9,1
5499730,clear,-0.09999999999999987,8,7,0.875
5499730,clear,-0.19999999999999996,12,5,0.4166666666666667
5501417,blur,1,1,1,1
5501417,blur,0.9000000000000001,1,1,1
5501417,blur,0.8,1,1,1
5501417,blur,0.7000000000000001,1,1,1
5501417,blur,0.6000000000000001,1,1,1
5501417,blur,0.5000000000000001,1,1,1
5501417,blur,0.40000000000000013,1,1,1
5501417,blur,0.30000000000000004,3,3,1
5501417,blur,0.20000000000000007,8,8,1
5501417,blur,0.10000000000000009,11,8,0.7272727272727273
5501417,blur,0,8,3,0.375
5501417,blur,-0.09999999999999987,3,0,0
5501417,clear,1,1,1,1
5501417,clear,0.9000000000000001,1,1,1
5501417,clear,0.8,1,1,1
5501417,clear,0.7000000000000001,1,1,1
5501417,clear,0.6000000000000001,1,1,1
5501417,clear,0.5000000000000001,1,1,1
5501417,clear,0.40000000000000013,1,1,1
5501417,clear,0.30000000000000004,4,4,1
5501417,clear,0.20000000000000007,10,10,1
5501417,clear,0.10000000000000009,11,8,0.7272727272727273
5501417,clear,0,7,1,0.14285714285714285
5501417,clear,-0.09999999999999987,1,0,0
5502940,blur,1,1,1,1
5502940,blur,0.9000000000000001,1,1,1
5502940,blur,0.8,1,1,1
5502940,blur,0.7000000000000001,1,1,1
5502940,blur,0.6000000000000001,1,1,1
5502940,blur,0.5000000000000001,1,1,1
5502940,blur,0.40000000000000013,3,3,1
5502940,blur,0.30000000000000004,3,3,1
5502940,blur,0.20000000000000007,8,6,0.75
5502940,blur,0.10000000000000009,8,7,0.875
5502940,blur,0,8,3,0.375
5502940,blur,-0.09999999999999987,3,1,0.3333333333333333
5502940,blur,-0.19999999999999996,1,0,0
5502940,clear,1,1,1,1
5502940,clear,0.9000000000000001,1,1,1
5502940,clear,0.8,1,1,1
5502940,clear,0.7000000000000001,1,1,1
5502940,clear,0.6000000000000001,1,1,1
5502940,clear,0.5000000000000001,1,1,1
5502940,clear,0.40000000000000013,1,1,1
5502940,clear,0.30000000000000004,5,5,1
5502940,clear,0.20000000000000007,11,11,1
5502940,clear,0.10000000000000009,11,6,0.5454545454545454
5502940,clear,0,6,0,0
5504684,blur,1,1,1,1
5504684,blur,0.9000000000000001,1,1,1
5504684,blur,0.8,1,1,1
5504684,blur,0.7000000000000001,1,1,1
5504684,blur,0.6000000000000001,1,1,1
5504684,blur,0.5000000000000001,2,2,1
5504684,blur,0.40000000000000013,2,2,1
5504684,blur,0.30000000000000004,3,2,0.6666666666666666
5504684,blur,0.20000000000000007,6,6,1
5504684,blur,0.10000000000000009,8,7,0.875
5504684,blur,0,8,4,0.5
5504684,blur,-0.09999999999999987,4,2,0.5
5504684,blur,-0.19999999999999996,2,0,0
5504684,clear,1,1,1,1
5504684,clear,0.9000000000000001,1,1,1
5504684,clear,0.8,1,1,1
5504684,clear,0.7000000000000001,1,1,1
5504684,clear,0.6000000000000001,1,1,1
5504684,clear,0.5000000000000001,1,1,1
5504684,clear,0.40000000000000013,1,1,1
5504684,clear,0.30000000000000004,1,1,1
5504684,clear,0.20000000000000007,2,2,1
5504684,clear,0.10000000000000009,3,3,1
5504684,clear,0,8,7,0.875
5504684,clear,-0.09999999999999987,7,6,0.8571428571428571
5504684,clear,-0.19999999999999996,12,6,0.5
5505997,blur,1,1,1,1
5505997,blur,0.9000000000000001,1,1,1
5505997,blur,0.8,2,2,1
5505997,blur,0.7000000000000001,2,2,1
5505997,blur,0.6000000000000001,2,1,0.5
5505997,blur,0.5000000000000001,1,1,1
5505997,blur,0.40000000000000013,5,5,1
5505997,blur,0.30000000000000004,8,8,1
5505997,blur,0.20000000000000007,9,5,0.5555555555555556
