Participant.Private.ID,condition,logMAR,totAttempt,totCorrect,percCorrect
5505997,blur,0.10000000000000009,6,2,0.3333333333333333
5505997,blur,0,2,1,0.5
5505997,blur,-0.09999999999999987,1,0,0
5505997,clear,1,1,1,1
5505997,clear,0.9000000000000001,1,1,1
5505997,clear,0.8,1,1,1
5505997,clear,0.7000000000000001,1,1,1
5505997,clear,0.6000000000000001,1,1,1
5505997,clear,0.5000000000000001,1,1,1
5505997,clear,0.40000000000000013,1,1,1
5505997,clear,0.30000000000000004,1,1,1
5505997,clear,0.20000000000000007,4,4,1
5505997,clear,0.10000000000000009,10,9,0.9
5505997,clear,0,10,7,0.7
5505997,clear,-0.09999999999999987,7,1,0.14285714285714285
5505997,clear,-0.19999999999999996,1,0,0
5511369,blur,1,1,1,1
5511369,blur,0.9000000000000001,1,1,1
5511369,blur,0.8,1,1,1
5511369,blur,0.7000000000000001,1,1,1
5511369,blur,0.6000000000000001,1,1,1
5511369,blur,0.5000000000000001,1,1,1
5511369,blur,0.40000000000000013,1,1,1
5511369,blur,0.30000000000000004,2,2,1
5511369,blur,0.20000000000000007,2,2,1
5511369,blur,0.10000000000000009,7,6,0.8571428571428571
5511369,blur,0,9,9,1
5511369,blur,-0.09999999999999987,9,4,0.4444444444444444
5511369,blur,-0.19999999999999996,4,1,0.25
5511369,clear,1,1,1,1
5511369,clear,0.9000000000000001,1,1,1
5511369,clear,0.8,1,1,1
5511369,clear,0.7000000000000001,1,1,1
5511369,clear,0.6000000000000001,1,1,1
5511369,clear,0.5000000000000001,1,1,1
5511369,clear,0.40000000000000013,1,1,1
5511369,clear,0.30000000000000004,1,1,1
5511369,clear,0.20000000000000007,3,3,1
5511369,clear,0.10000000000000009,3,3,1
5511369,clear,0,8,6,0.75
5511369,clear,-0.09999999999999987,6,6,1
5511369,clear,-0.19999999999999996,12,7,0.5833333333333334
5511959,blur,1,1,1,1
5511959,blur,0.9000000000000001,1,1,1
5511959,blur,0.8,1,1,1
5511959,blur,0.7000000000000001,2,2,1
5511959,blur,0.6000000000000001,2,2,1
5511959,blur,0.5000000000000001,3,2,0.6666666666666666
5511959,blur,0.40000000000000013,2,2,1
5511959,blur,0.30000000000000004,3,2,0.6666666666666666
5511959,blur,0.20000000000000007,6,6,1
5511959,blur,0.10000000000000009,9,8,0.8888888888888888
5511959,blur,0,7,3,0.42857142857142855
5511959,blur,-0.09999999999999987,3,0,0
5511959,clear,1,1,1,1
5511959,clear,0.9000000000000001,1,1,1
5511959,clear,0.8,1,1,1
5511959,clear,0.7000000000000001,1,1,1
5511959,clear,0.6000000000000001,1,1,1
5511959,clear,0.5000000000000001,1,1,1
5511959,clear,0.40000000000000013,2,2,1
5511959,clear,0.30000000000000004,3,3,1
5511959,clear,0.20000000000000007,9,8,0.8888888888888888
5511959,clear,0.10000000000000009,9,8,0.8888888888888888
5511959,clear,0,8,2,0.25
5511959,clear,-0.09999999999999987,2,1,0.5
5511959,clear,-0.19999999999999996,1,0,0
5512597,blur,1,1,1,1
5512597,blur,0.9000000000000001,1,1,1
5512597,blur,0.8,1,1,1
5512597,blur,0.7000000000000001,1,1,1
5512597,blur,0.6000000000000001,2,2,1
5512597,blur,0.5000000000000001,3,3,1
5512597,blur,0.40000000000000013,5,4,0.8
5512597,blur,0.30000000000000004,8,7,0.875
5512597,blur,0.20000000000000007,9,7,0.7777777777777778
5512597,blur,0.10000000000000009,7,3,0.42857142857142855
5512597,blur,0,2,0,0
5512597,clear,1,1,1,1
5512597,clear,0.9000000000000001,1,1,1
5512597,clear,0.8,1,1,1
5512597,clear,0.7000000000000001,1,1,1
5512597,clear,0.6000000000000001,1,1,1
5512597,clear,0.5000000000000001,1,1,1
5512597,clear,0.40000000000000013,1,1,1
5512597,clear,0.30000000000000004,3,3,1
5512597,clear,0.20000000000000007,6,6,1
5512597,clear,0.10000000000000009,8,6,0.75
5512597,clear,0,8,5,0.625
5512597,clear,-0.09999999999999987,5,3,0.6
5512597,clear,-0.19999999999999996,3,0,0
5549866,blur,1,1,1,1
5549866,blur,0.9000000000000001,1,1,1
5549866,blur,0.8,1,1,1
5549866,blur,0.7000000000000001,1,1,1
5549866,blur,0.6000000000000001,1,1,1
5549866,blur,0.5000000000000001,1,1,1
5549866,blur,0.40000000000000013,1,1,1
5549866,blur,0.30000000000000004,3,3,1
5549866,blur,0.20000000000000007,9,9,1
5549866,blur,0.10000000000000009,11,9,0.8181818181818182
5549866,blur,0,8,2,0.25
5549866,blur,-0.09999999999999987,2,0,0
5549866,clear,1,1,1,1
5549866,clear,0.9000000000000001,1,1,1
5549866,clear,0.8,1,1,1
5549866,clear,0.7000000000000001,1,1,1
5549866,clear,0.6000000000000001,1,1,1
5549866,clear,0.5000000000000001,1,1,1
5549866,clear,0.40000000000000013,1,1,1
5549866,clear,0.30000000000000004,1,1,1
5549866,clear,0.20000000000000007,6,6,1
5549866,clear,0.10000000000000009,11,11,1
5549866,clear,0,10,5,0.5
5549866,clear,-0.09999999999999987,5,0,0
5550506,blur,1,1,1,1
5550506,blur,0.9000000000000001,1,1,1
5550506,blur,0.8,1,1,1
5550506,blur,0.7000000000000001,1,1,1
5550506,blur,0.6000000000000001,1,1,1
5550506,blur,0.5000000000000001,1,1,1
5550506,blur,0.40000000000000013,2,2,1
5550506,blur,0.30000000000000004,3,3,1
5550506,blur,0.20000000000000007,11,10,0.9090909090909091
5550506,blur,0.10000000000000009,10,8,0.8
5550506,blur,0,8,0,0
5550506,clear,1,1,1,1
5550506,clear,0.9000000000000001,1,1,1
5550506,clear,0.8,1,1,1
5550506,clear,0.7000000000000001,1,1,1
5550506,clear,0.6000000000000001,1,1,1
5550506,clear,0.5000000000000001,1,1,1
5550506,clear,0.40000000000000013,1,1,1
5550506,clear,0.30000000000000004,2,2,1
5550506,clear,0.20000000000000007,6,6,1
5550506,clear,0.10000000000000009,9,8,0.8888888888888888
5550506,clear,0,9,5,0.5555555555555556
5550506,clear,-0.09999999999999987,5,2,0.4
5550506,clear,-0.19999999999999996,2,0,0
5558701,blur,1,1,1,1
5558701,blur,0.9000000000000001,1,1,1
5558701,blur,0.8,1,1,1
5558701,blur,0.7000000000000001,1,1,1
5558701,blur,0.6000000000000001,1,1,1
5558701,blur,0.5000000000000001,1,1,1
5558701,blur,0.40000000000000013,1,1,1
5558701,blur,0.30000000000000004,3,3,1
5558701,blur,0.20000000000000007,10,10,1
5558701,blur,0.10000000000000009,11,9,0.8181818181818182
5558701,blur,0,8,1,0.125
5558701,blur,-0.09999999999999987,1,0,0
5558701,clear,1,1,1,1
5558701,clear,0.9000000000000001,1,1,1
5558701,clear,0.8,1,1,1
5558701,clear,0.7000000000000001,1,1,1
5558701,clear,0.6000000000000001,1,1,1
5558701,clear,0.5000000000000001,1,1,1
5558701,clear,0.40000000000000013,1,1,1
5558701,clear,0.30000000000000004,3,3,1
5558701,clear,0.20000000000000007,6,6,1
5558701,clear,0.10000000000000009,10,8,0.8
5558701,clear,0,8,5,0.625
5558701,clear,-0.09999999999999987,5,1,0.2
5558701,clear,-0.19999999999999996,1,0,0
5578336,blur,1,1,1,1
5578336,blur,0.9000000000000001,1,1,1
5578336,blur,0.8,1,1,1
5578336,blur,0.7000000000000001,1,1,1
5578336,blur,0.6000000000000001,1,1,1
5578336,blur,0.5000000000000001,1,1,1
5578336,blur,0.40000000000000013,1,1,1
5578336,blur,0.30000000000000004,1,1,1
5578336,blur,0.20000000000000007,5,5,1
5578336,blur,0.10000000000000009,8,8,1
5578336,blur,0,10,6,0.6
5578336,blur,-0.09999999999999987,6,3,0.5
5578336,blur,-0.19999999999999996,3,0,0
5578336,clear,1,1,1,1
5578336,clear,0.9000000000000001,1,1,1
5578336,clear,0.8,1,1,1
5578336,clear,0.7000000000000001,1,1,1
5578336,clear,0.6000000000000001,1,1,1
5578336,clear,0.5000000000000001,1,1,1
5578336,clear,0.40000000000000013,1,1,1
5578336,clear,0.30000000000000004,3,3,1
5578336,clear,0.20000000000000007,5,5,1
5578336,clear,0.10000000000000009,8,6,0.75
5578336,clear,0,8,6,0.75
5578336,clear,-0.09999999999999987,5,2,0.4
5578336,clear,-0.19999999999999996,4,2,0.5
5585374,blur,1,1,1,1
5585374,blur,0.9000000000000001,1,1,1
5585374,blur,0.8,1,1,1
5585374,blur,0.7000000000000001,1,1,1
5585374,blur,0.6000000000000001,2,2,1
5585374,blur,0.5000000000000001,2,2,1
5585374,blur,0.40000000000000013,2,1,0.5
5585374,blur,0.30000000000000004,3,3,1
5585374,blur,0.20000000000000007,6,6,1
5585374,blur,0.10000000000000009,7,4,0.5714285714285714
5585374,blur,0,7,4,0.5714285714285714
5585374,blur,-0.09999999999999987,4,3,0.75
5585374,blur,-0.19999999999999996,3,0,0
5585374,clear,1,1,1,1
5585374,clear,0.9000000000000001,1,1,1
5585374,clear,0.8,1,1,1
5585374,clear,0.7000000000000001,1,1,1
5585374,clear,0.6000000000000001,1,1,1
5585374,clear,0.5000000000000001,1,1,1
5585374,clear,0.40000000000000013,1,1,1
5585374,clear,0.30000000000000004,3,3,1
5585374,clear,0.20000000000000007,8,8,1
5585374,clear,0.10000000000000009,9,7,0.7777777777777778
5585374,clear,0,8,3,0.375
5585374,clear,-0.09999999999999987,3,1,0.3333333333333333
5585374,clear,-0.19999999999999996,2,1,0.5
5585959,blur,1,1,1,1
5585959,blur,0.9000000000000001,1,1,1
5585959,blur,0.8,1,1,1
5585959,blur,0.7000000000000001,1,1,1
5585959,blur,0.6000000000000001,1,1,1
5585959,blur,0.5000000000000001,1,1,1
5585959,blur,0.40000000000000013,1,1,1
5585959,blur,0.30000000000000004,8,8,1
5585959,blur,0.20000000000000007,10,10,1
5585959,blur,0.10000000000000009,11,4,0.36363636363636365
5585959,blur,0,3,1,0.3333333333333333
5585959,blur,-0.09999999999999987,1,0,0
5585959,clear,1,1,1,1
5585959,clear,0.9000000000000001,1,1,1
5585959,clear,0.8,1,1,1
5585959,clear,0.7000000000000001,1,1,1
5585959,clear,0.6000000000000001,1,1,1
5585959,clear,0.5000000000000001,1,1,1
5585959,clear,0.40000000000000013,1,1,1
5585959,clear,0.30000000000000004,1,1,1
5585959,clear,0.20000000000000007,3,3,1
5585959,clear,0.10000000000000009,5,5,1
5585959,clear,0,9,7,0.7777777777777778
5585959,clear,-0.09999999999999987,7,5,0.7142857142857143
5585959,clear,-0.19999999999999996,8,3,0.375
5599806,blur,1,1,1,1
5599806,blur,0.9000000000000001,1,1,1
5599806,blur,0.8,1,1,1
5599806,blur,0.7000000000000001,1,1,1
5599806,blur,0.6000000000000001,1,1,1
5599806,blur,0.5000000000000001,2,2,1
5599806,blur,0.40000000000000013,2,2,1
5599806,blur,0.30000000000000004,6,5,0.8333333333333334
5599806,blur,0.20000000000000007,9,9,1
5599806,blur,0.10000000000000009,10,5,0.5
5599806,blur,0,5,1,0.2
5599806,blur,-0.09999999999999987,1,0,0
5599806,clear,1,1,1,1
5599806,clear,0.9000000000000001,1,1,1
5599806,clear,0.8,1,1,1
5599806,clear,0.7000000000000001,1,1,1
5599806,clear,0.6000000000000001,1,1,1
5599806,clear,0.5000000000000001,1,1,1
5599806,clear,0.40000000000000013,1,1,1
5599806,clear,0.30000000000000004,3,3,1
5599806,clear,0.20000000000000007,8,8,1
5599806,clear,0.10000000000000009,11,9,0.8181818181818182
5599806,clear,0,8,3,0.375
5599806,clear,-0.09999999999999987,3,0,0
5610774,blur,1,1,1,1
5610774,blur,0.9000000000000001,1,1,1
5610774,blur,0.8,1,1,1
5610774,blur,0.7000000000000001,1,1,1
5610774,blur,0.6000000000000001,1,1,1
5610774,blur,0.5000000000000001,1,1,1
5610774,blur,0.40000000000000013,2,2,1
5610774,blur,0.30000000000000004,2,2,1
5610774,blur,0.20000000000000007,6,5,0.8333333333333334
5610774,blur,0.10000000000000009,8,7,0.875
5610774,blur,0,9,5,0.5555555555555556
5610774,blur,-0.09999999999999987,5,2,0.4
5610774,blur,-0.19999999999999996,2,0,0
5610774,clear,1,1,1,1
5610774,clear,0.9000000000000001,1,1,1
5610774,clear,0.8,1,1,1
5610774,clear,0.7000000000000001,1,1,1
5610774,clear,0.6000000000000001,1,1,1
5610774,clear,0.5000000000000001,1,1,1
5610774,clear,0.40000000000000013,1,1,1
5610774,clear,0.30000000000000004,4,4,1
5610774,clear,0.20000000000000007,11,11,1
5610774,clear,0.10000000000000009,11,8,0.7272727272727273
5610774,clear,0,7,0,0
5623534,blur,1,1,1,1
5623534,blur,0.9000000000000001,1,1,1
5623534,blur,0.8,1,1,1
5623534,blur,0.7000000000000001,1,1,1
5623534,blur,0.6000000000000001,1,1,1
5623534,blur,0.5000000000000001,1,1,1
5623534,blur,0.40000000000000013,1,1,1
5623534,blur,0.30000000000000004,2,2,1
5623534,blur,0.20000000000000007,4,4,1
5623534,blur,0.10000000000000009,7,6,0.8571428571428571
5623534,blur,0,9,7,0.7777777777777778
5623534,blur,-0.09999999999999987,7,4,0.5714285714285714
5623534,blur,-0.19999999999999996,4,1,0.25
5623534,clear,1,1,1,1
5623534,clear,0.9000000000000001,1,1,1
5623534,clear,0.8,1,1,1
5623534,clear,0.7000000000000001,1,1,1
5623534,clear,0.6000000000000001,1,1,1
5623534,clear,0.5000000000000001,1,1,1
5623534,clear,0.40000000000000013,1,1,1
5623534,clear,0.30000000000000004,2,2,1
5623534,clear,0.20000000000000007,5,5,1
5623534,clear,0.10000000000000009,8,7,0.875
5623534,clear,0,9,6,0.6666666666666666
5623534,clear,-0.09999999999999987,6,3,0.5
5623534,clear,-0.19999999999999996,3,0,0
5624292,blur,1,1,1,1
5624292,blur,0.9000000000000001,1,1,1
5624292,blur,0.8,1,1,1
5624292,blur,0.7000000000000001,1,1,1
5624292,blur,0.6000000000000001,1,1,1
5624292,blur,0.5000000000000001,1,1,1
5624292,blur,0.40000000000000013,2,2,1
5624292,blur,0.30000000000000004,3,3,1
5624292,blur,0.20000000000000007,6,5,0.8333333333333334
5624292,blur,0.10000000000000009,9,8,0.8888888888888888
5624292,blur,0,8,5,0.625
5624292,blur,-0.09999999999999987,5,1,0.2
5624292,blur,-0.19999999999999996,1,0,0
5624292,clear,1,1,1,1
5624292,clear,0.9000000000000001,1,1,1
5624292,clear,0.8,1,1,1
5624292,clear,0.7000000000000001,1,1,1
5624292,clear,0.6000000000000001,1,1,1
5624292,clear,0.5000000000000001,1,1,1
5624292,clear,0.40000000000000013,1,1,1
5624292,clear,0.30000000000000004,1,1,1
5624292,clear,0.20000000000000007,5,5,1
5624292,clear,0.10000000000000009,7,7,1
5624292,clear,0,10,6,0.6
5624292,clear,-0.09999999999999987,6,4,0.6666666666666666
5624292,clear,-0.19999999999999996,4,1,0.25
5631005,blur,1,1,1,1
5631005,blur,0.9000000000000001,1,1,1
5631005,blur,0.8,1,1,1
5631005,blur,0.7000000000000001,1,1,1
5631005,blur,0.6000000000000001,1,1,1
5631005,blur,0.5000000000000001,1,1,1
5631005,blur,0.40000000000000013,1,1,1
5631005,blur,0.30000000000000004,4,4,1
5631005,blur,0.20000000000000007,6,6,1
5631005,blur,0.10000000000000009,10,7,0.7
5631005,blur,0,7,5,0.7142857142857143
5631005,blur,-0.09999999999999987,5,1,0.2
5631005,blur,-0.19999999999999996,1,0,0
5631005,clear,1,1,1,1
5631005,clear,0.9000000000000001,1,1,1
5631005,clear,0.8,1,1,1
5631005,clear,0.7000000000000001,1,1,1
5631005,clear,0.6000000000000001,1,1,1
5631005,clear,0.5000000000000001,1,1,1
5631005,clear,0.40000000000000013,1,1,1
5631005,clear,0.30000000000000004,1,1,1
5631005,clear,0.20000000000000007,5,5,1
5631005,clear,0.10000000000000009,7,7,1
5631005,clear,0,10,6,0.6
5631005,clear,-0.09999999999999987,6,4,0.6666666666666666
5631005,clear,-0.19999999999999996,4,1,0.25
5635923,blur,1,1,1,1
5635923,blur,0.9000000000000001,1,1,1
5635923,blur,0.8,1,1,1
5635923,blur,0.7000000000000001,1,1,1
5635923,blur,0.6000000000000001,1,1,1
5635923,blur,0.5000000000000001,1,1,1
5635923,blur,0.40000000000000013,1,1,1
5635923,blur,0.30000000000000004,2,2,1
5635923,blur,0.20000000000000007,6,6,1
5635923,blur,0.10000000000000009,8,7,0.875
5635923,blur,0,9,5,0.5555555555555556
5635923,blur,-0.09999999999999987,5,3,0.6
5635923,blur,-0.19999999999999996,3,0,0
5635923,clear,1,1,1,1
5635923,clear,0.9000000000000001,1,1,1
5635923,clear,0.8,1,1,1
5635923,clear,0.7000000000000001,1,1,1
5635923,clear,0.6000000000000001,1,1,1
5635923,clear,0.5000000000000001,1,1,1
5635923,clear,0.40000000000000013,1,1,1
5635923,clear,0.30000000000000004,1,1,1
5635923,clear,0.20000000000000007,3,3,1
5635923,clear,0.10000000000000009,6,6,1
5635923,clear,0,10,8,0.8
5635923,clear,-0.09999999999999987,8,5,0.625
5635923,clear,-0.19999999999999996,5,0,0
5636687,blur,1,1,1,1
5636687,blur,0.9000000000000001,1,1,1
5636687,blur,0.8,1,1,1
5636687,blur,0.7000000000000001,1,1,1
5636687,blur,0.6000000000000001,1,1,1
5636687,blur,0.5000000000000001,1,1,1
5636687,blur,0.40000000000000013,1,1,1
5636687,blur,0.30000000000000004,1,1,1
5636687,blur,0.20000000000000007,4,4,1
5636687,blur,0.10000000000000009,10,10,1
5636687,blur,0,10,7,0.7
5636687,blur,-0.09999999999999987,7,1,0.14285714285714285
5636687,blur,-0.19999999999999996,1,0,0
5636687,clear,1,1,1,1
5636687,clear,0.9000000000000001,1,1,1
5636687,clear,0.8,1,1,1
5636687,clear,0.7000000000000001,1,1,1
5636687,clear,0.6000000000000001,1,1,1
5636687,clear,0.5000000000000001,1,1,1
5636687,clear,0.40000000000000013,1,1,1
5636687,clear,0.30000000000000004,1,1,1
5636687,clear,0.20000000000000007,4,4,1
5636687,clear,0.10000000000000009,7,7,1
5636687,clear,0,10,7,0.7
5636687,clear,-0.09999999999999987,7,4,0.5714285714285714
5636687,clear,-0.19999999999999996,4,1,0.25
5647580,blur,1,1,1,1
5647580,blur,0.9000000000000001,1,1,1
5647580,blur,0.8,1,1,1
5647580,blur,0.7000000000000001,1,1,1
5647580,blur,0.6000000000000001,1,1,1
5647580,blur,0.5000000000000001,1,1,1
5647580,blur,0.40000000000000013,1,1,1
5647580,blur,0.30000000000000004,1,1,1
5647580,blur,0.20000000000000007,4,4,1
5647580,blur,0.10000000000000009,5,5,1
5647580,blur,0,10,7,0.7
5647580,blur,-0.09999999999999987,7,6,0.8571428571428571
5647580,blur,-0.19999999999999996,6,1,0.16666666666666666
5647580,clear,1,1,1,1
5647580,clear,0.9000000000000001,1,1,1
5647580,clear,0.8,1,1,1
5647580,clear,0.7000000000000001,1,1,1
5647580,clear,0.6000000000000001,1,1,1
5647580,clear,0.5000000000000001,1,1,1
5647580,clear,0.40000000000000013,1,1,1
5647580,clear,0.30000000000000004,1,1,1
5647580,clear,0.20000000000000007,2,2,1
